,generic_name,smiles
774,L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
775,L-Tryptophan,N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
776,L-Tyrosine,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
777,L-Valine,CC(C)[C@H](N)C(O)=O
778,Labetalol,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
779,Lacosamide,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1
780,Lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
781,Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
782,Lamotrigine,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
783,Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
784,Lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
785,Latamoxef,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O
786,Latanoprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
787,Leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
788,Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
789,Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1
790,Letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
791,Leucovorin,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1
792,Levallorphan,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2
793,Levamisole,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
794,Levetiracetam,CC[C@@H](N1CCCC1=O)C(N)=O
795,Levobunolol,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
796,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
797,Levocabastine,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)C1CCC(CC1)(C#N)C1=CC=C(F)C=C1
798,Levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
799,Levofloxacin,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
800,Levomethadyl Acetate,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
801,Levomilnacipran,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
802,Levonordefrin,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
803,Levonorgestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
804,Levorphanol,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
805,Levosimendan,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
806,Levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
807,Lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
808,Linaclotide,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
809,Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1
810,Lincomycin,[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC
811,Lindane,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
812,Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
813,Liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
814,Liotrix,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
815,Lipoic Acid,OC(=O)CCCCC1CCSS1
816,Lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
817,Lisinopril,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
818,Lisuride,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
819,Lithium,[Li+]
820,Lofexidine,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
821,Lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
822,Lomustine,ClCCN(N=O)C(=O)NC1CCCCC1
823,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
824,Lopinavir,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
825,Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
826,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
827,Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
828,Lornoxicam,CN1\C(=C(\O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O
829,Losartan,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
830,Loteprednol,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
831,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
832,Loxapine,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
833,Lubiprostone,[H][C@@]12CC(=O)[C@@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
834,Lucanthone,CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1
835,Lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1
836,Lumiracoxib,CC1=CC(CC(O)=O)=C(NC2=C(F)C=CC=C2Cl)C=C1
837,Lurasidone,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12
838,Lymecycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C
839,Magnesium oxide,O=[Mg]
840,Magnesium salicylate,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O
841,Magnesium Sulfate,[Mg++].[O-]S([O-])(=O)=O
842,Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
843,Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
844,Maprotiline,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
845,Maraviroc,[H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
846,Marimastat,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
847,Masoprocol,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
848,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
849,Mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
850,Mecamylamine,CNC1(C)C2CCC(C2)C1(C)C
851,Mechlorethamine,CN(CCCl)CCCl
852,Meclizine,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
853,Meclofenamic acid,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1
854,Medroxyprogesterone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
855,Medrysone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
856,Mefenamic acid,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
857,Mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
858,Megestrol,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C
859,Melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
860,Meloxicam,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
861,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
862,Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2
863,Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O
864,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
865,Mepenzolate,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
866,Meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
867,Mephentermine,CNC(C)(C)CC1=CC=CC=C1
868,Mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
869,Mepivacaine,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
870,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
871,Mepyramine,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
872,Mequitazine,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12
873,Mercaptopurine,S=C1N=CNC2=C1NC=N2
874,Meropenem,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]
875,Mesalazine,NC1=CC(C(O)=O)=C(O)C=C1
876,Mesoridazine,CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O
877,Mestranol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
878,Metaraminol,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1
879,Metaxalone,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
880,Metformin,CN(C)C(=N)NC(N)=N
881,Methacholine,CC(C[N+](C)(C)C)OC(C)=O
882,Methacycline,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)C1=O
883,Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
884,Methadyl Acetate,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
885,Methamphetamine,CN[C@@H](C)CC1=CC=CC=C1
886,Methantheline,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
887,Metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
888,Methazolamide,CN1N=C(S\C1=N/C(C)=O)S(N)(=O)=O
889,Methdilazine,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1
890,Methimazole,CN1C=CNC1=S
891,Methocarbamol,COC1=CC=CC=C1OCC(O)COC(N)=O
892,Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
893,Methotrexate,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
894,Methotrimeprazine,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
895,Methoxamine,COC1=CC(C(O)C(C)N)=C(OC)C=C1
896,Methoxsalen,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
897,Methoxyflurane,COC(F)(F)C(Cl)Cl
898,Methsuximide,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
899,Methyclothiazide,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
900,Methyl aminolevulinate,COC(=O)CCC(=O)CN
901,Methyldopa,C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O
902,Methylergonovine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
903,Methylnaltrexone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
904,Methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
905,Methylphenobarbital,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1
906,Methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
907,Methylscopolamine,[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
908,Methyltestosterone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
909,Methyprylon,CCC1(CC)C(=O)NCC(C)C1=O
910,Methysergide,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO
911,Meticillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O
912,Metipranolol,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
913,Metixene,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
914,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
915,Metocurine,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
916,Metocurine Iodide,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
917,Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
918,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
919,Metrizamide,CN(C(C)=O)C1=C(I)C(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C(I)C(NC(C)=O)=C1I
920,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O
921,Metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1
922,Metyrosine,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O
923,Mexiletine,CC(N)COC1=C(C)C=CC=C1C
924,Mezlocillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O
925,Mianserin,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21
926,Micafungin,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O
927,Miconazole,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
928,Midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
929,Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
930,Mifepristone,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
931,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
932,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
933,Milnacipran,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
934,Milrinone,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
935,Mimosine,N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O
936,Minaprine,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
937,Minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
938,Minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
939,Mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1
940,Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
941,Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
942,Mitiglinide,OC(=O)C(CC(=O)N1CC2CCCCC2C1)CC1=CC=CC=C1
943,Mitomycin,CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O
944,Mitotane,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl
945,Mitoxantrone,OCCNCCNC1=C2C(=O)C3=C(O)C=CC(O)=C3C(=O)C2=C(NCCNCCO)C=C1
946,Mivacurium,COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC
947,Moclobemide,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1
948,Modafinil,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
949,Moexipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O
950,Molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
951,Mometasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
952,Monobenzone,OC1=CC=C(OCC2=CC=CC=C2)C=C1
953,Montelukast,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
954,Moricizine,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
955,Morphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
956,Moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
957,Mupirocin,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
958,Mycophenolate mofetil,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C
959,Mycophenolic acid,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
960,N-Acetyl-D-glucosamine,[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO
961,Nabilone,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
962,Nabumetone,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
963,NADH,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
964,Nadolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
965,Nafarelin,CC(C)CC(NC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O
966,Nafcillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O
967,Naftifine,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12
968,Nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
969,Nalidixic Acid,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2
970,Naloxone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CCC2=O
971,Naltrexone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
972,Nandrolone decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
973,Nandrolone phenpropionate,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
974,Naphazoline,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12
975,Naproxen,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
976,Naratriptan,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
977,Natamycin,C[C@H]1OC(O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O
978,Nateglinide,CC(C)C1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
979,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
980,Nedocromil,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O
981,Nefazodone,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
982,Nelarabine,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
983,Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C
984,Neomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
985,Neostigmine,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C
986,Nepafenac,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N
987,Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@H](O)[C@@H](NC)[C@@]1(C)O
988,Nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
989,Niacin,OC(=O)C1=CN=CC=C1
990,Nicardipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1
991,Nicergoline,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CC(Br)=CN=C1)CN2C)OC
992,Niclosamide,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
993,Nicotine,CN1CCCC1C1=CN=CC=C1
994,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
995,Niflumic Acid,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1
